,▶ -> ▶,▶ -> Create Fine,Create Fine -> Send Fine,Send Fine -> ■,■ -> ■,Send Fine -> Insert Fine Notification,Insert Fine Notification -> Add penalty,Add penalty -> Send for Credit Collection,Send for Credit Collection -> ■,Add penalty -> Payment,Payment -> ■,Insert Fine Notification -> Insert Date Appeal to Prefecture,Insert Date Appeal to Prefecture -> Add penalty,Add penalty -> Send Appeal to Prefecture,Send Appeal to Prefecture -> ■,Create Fine -> Payment,Payment -> Payment,Add penalty -> Insert Date Appeal to Prefecture,Insert Date Appeal to Prefecture -> Send Appeal to Prefecture,Payment -> Send for Credit Collection,Send Appeal to Prefecture -> Receive Result Appeal from Prefecture,Receive Result Appeal from Prefecture -> Notify Result Appeal to Offender,Notify Result Appeal to Offender -> Payment,Send Fine -> Payment,Insert Fine Notification -> Payment,Payment -> Add penalty,Payment -> Send Fine,Notify Result Appeal to Offender -> Appeal to Judge,Appeal to Judge -> ■,Send Appeal to Prefecture -> Add penalty,Add penalty -> Receive Result Appeal from Prefecture,Notify Result Appeal to Offender -> Send for Credit Collection,Insert Fine Notification -> Appeal to Judge,Appeal to Judge -> Add penalty,Send Fine -> Insert Date Appeal to Prefecture,Add penalty -> ■,Appeal to Judge -> Payment,Add penalty -> Appeal to Judge,Notify Result Appeal to Offender -> ■,▶ -> Send for Credit Collection,Receive Result Appeal from Prefecture -> ■,Payment -> Insert Fine Notification,▶ -> Payment
2002-09-30 00:00:00+00:00,35,35,39,0,60,0,40,0,0,2,55,0,2,0,5,7,2,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-01 00:00:00+00:00,26,26,27,0,34,1,6,1,0,0,34,0,1,0,0,8,0,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-02 00:00:00+00:00,26,26,25,0,30,0,4,4,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-03 00:00:00+00:00,10,10,24,0,19,0,0,1,0,0,19,0,1,0,0,2,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-04 00:00:00+00:00,8,8,9,0,26,0,10,65,0,15,26,0,1,0,0,1,0,0,1,0,0,0,0,0,1,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-05 00:00:00+00:00,0,0,5,0,12,1,3,35,0,17,12,0,0,2,0,3,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-06 00:00:00+00:00,13,13,0,0,0,0,5,18,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-07 00:00:00+00:00,18,18,8,0,19,0,0,8,0,2,18,0,0,0,1,5,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-08 00:00:00+00:00,11,11,15,0,13,0,2,3,0,3,13,0,0,0,0,3,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-09 00:00:00+00:00,11,11,8,0,21,0,1,3,0,1,20,0,0,1,1,3,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-10 00:00:00+00:00,13,13,10,0,22,1,2,0,0,0,20,0,1,0,2,1,2,0,1,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-11 00:00:00+00:00,45,45,13,0,12,0,3,7,0,2,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-12 00:00:00+00:00,2,2,33,0,7,2,3,1,0,0,7,0,0,0,0,12,2,0,0,2,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-13 00:00:00+00:00,17,17,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-14 00:00:00+00:00,19,19,17,0,16,0,2,0,0,0,11,0,1,0,5,0,2,0,0,0,0,0,0,0,0,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-15 00:00:00+00:00,30,30,16,0,9,0,1,25,0,0,9,0,0,0,0,3,1,0,0,0,0,5,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-16 00:00:00+00:00,25,25,25,0,17,0,1,81,0,4,17,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-17 00:00:00+00:00,12,12,19,0,12,1,2,44,0,2,12,0,1,0,0,6,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-18 00:00:00+00:00,19,19,10,0,8,0,0,17,0,1,8,0,0,1,0,2,0,0,0,1,1,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-19 00:00:00+00:00,4,4,16,0,5,0,1,32,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-20 00:00:00+00:00,19,19,3,0,0,0,1,23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-21 00:00:00+00:00,15,15,14,0,4,0,1,1,0,0,4,0,0,1,0,5,1,0,0,1,0,0,0,0,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-22 00:00:00+00:00,14,14,13,0,12,0,1,3,0,0,12,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-23 00:00:00+00:00,24,24,13,0,12,0,0,2,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-24 00:00:00+00:00,24,24,20,0,11,0,0,2,0,0,10,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-25 00:00:00+00:00,25,25,21,340,348,1152,2,1,0,0,8,0,1,0,0,3,0,0,0,0,1,0,1,99,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002-10-26 00:00:00+00:00,1,1,20,0,3,1,1,1,0,0,3,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-27 00:00:00+00:00,23,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-28 00:00:00+00:00,16,16,20,0,13,0,1,3,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-29 00:00:00+00:00,23,23,11,0,7,1,1,27,0,0,7,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002-10-30 00:00:00+00:00,9,9,17,0,10,0,1,1,0,0,10,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-10-31 00:00:00+00:00,6,6,8,0,14,0,391,2,0,0,10,11,2,0,4,1,0,0,0,0,1,0,0,0,26,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2002-11-01 00:00:00+00:00,7,7,5,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-02 00:00:00+00:00,3,3,3,0,7,0,118,2,0,0,7,4,0,0,0,4,0,0,1,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-03 00:00:00+00:00,17,17,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-04 00:00:00+00:00,10,10,13,0,31,0,132,1,0,0,30,5,1,0,1,4,1,0,1,0,0,0,0,0,24,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-05 00:00:00+00:00,21,21,9,0,47,0,39,0,0,1,47,1,3,0,0,1,0,0,1,1,0,0,0,0,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002-11-06 00:00:00+00:00,11,11,15,0,20,0,29,2,0,0,20,4,3,0,0,6,1,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-07 00:00:00+00:00,10,10,10,0,24,0,16,0,0,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-08 00:00:00+00:00,16,16,4,0,18,0,10,3,0,0,18,1,2,0,0,6,0,0,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-09 00:00:00+00:00,0,0,12,0,6,0,8,2,0,0,6,0,1,0,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-10 00:00:00+00:00,16,16,0,0,0,0,0,425,0,96,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-11 00:00:00+00:00,19,19,13,0,48,0,28,105,0,40,47,0,2,2,1,3,0,1,1,0,1,0,0,0,4,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-12 00:00:00+00:00,11,11,15,0,26,1,7,48,0,11,26,0,4,5,0,4,3,0,2,0,0,0,0,0,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-13 00:00:00+00:00,13,13,10,0,21,0,67,26,0,6,21,3,0,1,0,1,1,1,1,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-14 00:00:00+00:00,10,10,12,0,13,0,12,0,0,0,13,0,0,0,0,1,2,0,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-15 00:00:00+00:00,9,9,6,0,17,0,30,18,0,9,16,0,1,1,1,4,0,0,1,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002-11-16 00:00:00+00:00,1,1,5,0,5,0,37,129,0,24,5,0,0,4,0,4,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-17 00:00:00+00:00,8,8,1,0,6,0,15,68,0,16,0,0,0,1,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-18 00:00:00+00:00,9,9,6,0,17,0,7,64,0,17,17,0,1,1,0,2,3,0,4,2,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-19 00:00:00+00:00,24,24,7,0,15,0,0,18,0,6,15,0,0,0,0,2,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-20 00:00:00+00:00,20,20,19,0,6,0,1,5,0,0,6,0,0,0,0,5,4,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002-11-21 00:00:00+00:00,7,7,16,0,4,0,1,34,0,1,4,0,0,0,0,4,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-22 00:00:00+00:00,18,18,5,0,7,0,3,31,0,9,7,0,0,1,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-23 00:00:00+00:00,3,3,14,166,167,379,5,72,0,7,1,0,0,2,0,4,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-24 00:00:00+00:00,17,17,2,0,0,0,4,44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-25 00:00:00+00:00,11,11,11,0,7,0,3,4,0,0,7,0,0,0,0,6,4,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-26 00:00:00+00:00,18,18,9,0,6,0,6,57,0,2,6,0,0,1,0,2,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-27 00:00:00+00:00,20,20,12,0,13,0,7,17,0,1,13,0,0,0,0,6,3,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-28 00:00:00+00:00,10,10,15,0,8,0,2,27,0,2,8,0,0,0,0,5,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-29 00:00:00+00:00,18,18,10,0,8,0,1,41,0,0,7,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-11-30 00:00:00+00:00,4,4,16,0,6,0,66,6,0,1,4,2,0,0,2,2,3,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-01 00:00:00+00:00,22,22,3,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-02 00:00:00+00:00,14,14,16,0,9,0,100,0,0,0,8,3,1,0,1,6,0,0,0,0,5,0,0,0,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-03 00:00:00+00:00,6,6,8,0,13,0,52,10,0,1,12,2,0,0,1,6,1,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002-12-04 00:00:00+00:00,26,26,6,0,9,0,18,2,0,1,9,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2002-12-05 00:00:00+00:00,35,35,21,121,139,295,38,5,0,0,11,0,0,0,7,5,1,0,1,4,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-06 00:00:00+00:00,29,29,23,0,6,0,6,0,0,0,6,0,0,0,0,12,3,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-07 00:00:00+00:00,3,3,24,0,1,0,5,2,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-08 00:00:00+00:00,13,13,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-09 00:00:00+00:00,15,15,12,0,8,0,4,2,0,0,8,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-10 00:00:00+00:00,22,22,11,0,11,0,27,3,0,0,8,1,1,0,3,4,1,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-11 00:00:00+00:00,8,8,21,0,9,2,122,3,0,1,9,3,0,0,0,1,2,0,0,0,1,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-12 00:00:00+00:00,13,13,8,0,16,3,50,0,0,0,16,5,2,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-13 00:00:00+00:00,14,14,12,0,6,2,40,2,0,0,6,3,2,0,0,1,0,0,1,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2002-12-14 00:00:00+00:00,0,0,11,0,5,1,7,1,0,0,3,1,0,0,0,3,0,0,0,0,0,10,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
2002-12-15 00:00:00+00:00,12,12,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-16 00:00:00+00:00,5,5,4,0,13,0,7,2,0,0,13,1,0,0,0,8,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-17 00:00:00+00:00,0,0,0,0,8,0,11,0,0,0,8,0,0,0,0,5,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-18 00:00:00+00:00,12,12,0,0,7,0,10,1,0,0,6,0,0,0,1,0,1,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-19 00:00:00+00:00,1,1,1,0,8,0,2,1,0,0,8,0,1,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002-12-20 00:00:00+00:00,2,2,0,0,6,0,1,1,0,0,6,0,0,0,0,1,1,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-21 00:00:00+00:00,2,2,0,0,3,0,7,1,0,0,3,0,2,0,0,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-22 00:00:00+00:00,7,7,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-23 00:00:00+00:00,6,6,2,0,9,0,7,0,0,0,9,0,1,0,0,5,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-24 00:00:00+00:00,0,0,0,0,9,0,35,2,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-25 00:00:00+00:00,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-26 00:00:00+00:00,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-27 00:00:00+00:00,3,3,0,0,5,0,6,1,0,0,5,0,1,0,0,7,2,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-28 00:00:00+00:00,1,1,0,0,3,0,5,1,0,0,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-29 00:00:00+00:00,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-30 00:00:00+00:00,2,2,0,0,28,0,3,315,0,98,28,0,2,8,0,2,1,6,1,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2002-12-31 00:00:00+00:00,0,0,0,0,5,0,0,6,0,0,5,0,1,0,0,2,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-01 00:00:00+00:00,20,20,0,0,0,0,3,99,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-02 00:00:00+00:00,8,8,14,0,8,0,1,2,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-03 00:00:00+00:00,21,21,7,0,11,0,2,115,0,40,11,0,0,4,0,1,5,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-04 00:00:00+00:00,3,3,16,0,1,0,1,38,0,10,1,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003-01-05 00:00:00+00:00,2,2,3,0,0,0,0,25,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-06 00:00:00+00:00,11,11,2,0,0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-07 00:00:00+00:00,10,10,10,0,8,0,1,12,0,2,7,0,2,1,1,1,2,0,0,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-08 00:00:00+00:00,16,16,7,0,8,0,2,4,0,8,4,0,1,0,4,3,9,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-09 00:00:00+00:00,16,16,13,0,4,0,0,0,0,0,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2003-01-10 00:00:00+00:00,15,15,15,0,6262,0,1,29,6251,3,10,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-11 00:00:00+00:00,1,1,12,0,2,0,1,8,0,1,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-12 00:00:00+00:00,26,26,1,0,0,0,0,67,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-13 00:00:00+00:00,15,15,18,0,9,0,0,12,0,1,9,0,0,0,0,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-14 00:00:00+00:00,21,21,11,0,13,0,2,29,0,2,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-15 00:00:00+00:00,21,21,15,87,106,615,0,37,0,1,19,0,0,0,0,6,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-16 00:00:00+00:00,17,17,19,0,21,0,0,15,0,1,21,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-17 00:00:00+00:00,26,26,12,0,8,0,0,7,0,1,7,0,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-18 00:00:00+00:00,1,1,16,0,9,0,0,0,0,0,9,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-19 00:00:00+00:00,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-20 00:00:00+00:00,12,12,4,0,12,0,0,1,0,0,12,0,1,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-21 00:00:00+00:00,21,21,10,0,20,0,0,3,0,0,16,0,1,0,4,2,4,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-22 00:00:00+00:00,6,6,14,0,11,0,1,5,0,0,11,0,3,0,0,7,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-23 00:00:00+00:00,51,51,6,0,15,0,211,4,0,0,15,8,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003-01-24 00:00:00+00:00,29,29,38,0,7,0,113,3,0,0,6,5,1,0,1,13,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-25 00:00:00+00:00,3,3,25,0,5,0,19,6,0,0,5,0,0,0,0,4,1,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-26 00:00:00+00:00,20,20,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-27 00:00:00+00:00,18,18,13,0,9,0,38,2,0,0,9,0,1,0,0,7,1,0,1,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-28 00:00:00+00:00,13,13,16,0,10,0,8,1,0,0,10,1,0,0,0,2,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-29 00:00:00+00:00,21,21,11,0,8,0,4,62,0,8,8,2,0,2,0,2,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-01-30 00:00:00+00:00,9,9,15,0,14,0,3,0,0,0,12,0,1,0,1,6,1,0,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003-01-31 00:00:00+00:00,24,24,6,0,16,0,4,92,0,12,15,0,0,2,1,3,0,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003-02-01 00:00:00+00:00,0,0,17,0,2,0,0,50,0,7,2,0,0,0,0,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2003-02-02 00:00:00+00:00,22,22,0,0,0,0,60,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-02-03 00:00:00+00:00,14,14,17,0,17,0,46,32,0,7,17,0,0,0,0,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-02-04 00:00:00+00:00,19,19,12,0,8,0,10,6,0,0,4,1,1,0,4,2,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
